SUPPLIER;CATEGORY;Serial Number;Description;Quantity in Stock;Purchase Price;GUARANTEE;Location
VESTEL;LAVATRIQE;42199729;WM601N;PLASTIC UPPER TRAY/42 SIGMA PLUS;1;8.34;Yes;Depo
VESTEL;SHPORET;3 2010326;Tani 3 2001442;CERAN HL 180MM 230V 1800W;5;5.3;Yes;Depo
VESTEL;SHPORET;3 2010325;Tani 32001440;CERAN HL 145MM 230V 1200W;4;5.84;Yes;Depo
VESTEL;Frigorifer;32007347;Tani 32035426 per  frigo395;THERMOSTAT(DNFS077B0356);5;4.27;Yes;Depo
VESTEL;KLIMA;42160429;CIN260N brendshme;CROSS FAN 18/24K 100*838.7;3;5.09;Yes;Depo
"VESTEL;KLIMA;42158585;CIN100, CIN140;CROSS FAN 9/12K 92*620;3;4.97;Yes;Depo"
VESTEL;TV;23861402;70-QUH-2312 SN9127968300045;MD.ASY.17IPS74R3_70_U_C_2x550mA;3;23.74;Yes;Depo
VESTEL;TV;23813365;55-QUH-2311;MD.ASY.17IPS72R7_55750_U_C_ ZEN_550MA;3;10.37;Yes;Depo
VESTEL;TV;23732388;75-UHA-2111;MD.ASY.17IPS57R3_75_TV_450mA;3;60.41;Yes;Depo
VESTEL;TV;23829929;65-UFX-2901;MD.ASY.17IPS72R7_65750_U_C_455_ZEN;3;10.76;Yes;Depo
VESTEL;TV;23832757;65-QFXH-2901;MD.ASY.17IPS74R3_65750_U_C_QD_500mA;5;18.11;Yes;Depo
VESTEL;TV;23855267;55-QUH-2311 sn9121809300036;CHS.ASS.17MB185Y-11135216H12A529184L7;5;38.94;Yes;Depo
VESTEL;TV;23878863;55-FUA-8062;CHS.ASS.17MB185Y-11B35216H12A525184LA;5;42.13;Yes;Depo
VESTEL;TV;23915767;65-QFXH-2901;CHS.ASS.17MB185Y-11135216H12A529183O9;5;59.13;Yes;Depo
VESTEL;TV;23872485;65-UFX-2901;CHS.ASS.17MB185Y-11135216H12A525183O7;5;42.13;Yes;Depo
VESTEL;TV;23788041;75-UHA-2111;CHS.ASS.17MB180E-1L135216H124525193^1;5;31.02;Yes;Depo
VESTEL;TV;23787998;70-UHA-2111;CHS.ASS.17MB180E-1K135316H122525183Z1;5;31.48;Yes;Depo
VESTEL;TV;23732388;75-UHA-2111;MD.ASY.17IPS57R3_75_TV_450mA;5;60.41;Yes;Depo
VESTEL;TV;23780996;70-UHA-2111;LED BAR.700 DLD3 VNB 3030 R01 NCnt_YEDPA;3;20.59;Yes;Depo
VESTEL;TV;23647012;65-AUH-2311;LED BAR.650 DLD3 VNB 3030 R09 NCnt_YEPA;3;17.4;Yes;Depo
VESTEL;TV;23458207;75-UHA-2111;LED BAR.750 DLD3 UNB WCG V0 U_YED.PA;3;29.35;Yes;Depo
VESTEL;TV;30108496;65-AUH-2311;ASSY TCON SAKAI 65 UHD RUNTK0006HVZF CN;1;15.02;Yes;Depo
VESTEL;TV;23788041;75-UHA-2111;CHS.ASS.17MB180E-1L135216H124525193^1;3;31.02;Yes;Depo
VESTEL;TV;23624366;JVC 55VU72K;LED BAR.550 DLD4 VNB JF MC G6_YED.PA;3;9.19;Yes;Depo
VESTEL;TV;23896479;70-QUH-2312;LED BAR.700 DLD3 ZNB BlueR01 NCnt_YED.PA;10;31.26;Yes;Depo
VESTEL;THARESE;22422081;ETH-8KN;E.CARD T1-10815084_T seriesCN13;5;23.51;Yes;Depo
"VESTEL;ASPIRATOR;22320548;EV-HO/RA DOWN AIR;CERAMIC GLASS ASSEMBLY(GI30O24421SLIM,SC;2;171.34;Yes;Depo"
VESTEL;THARESE;22234290;ETH-10K PLLAKA;E.CARDGR F4T-K240-10722380_F seriesCN01;3;7.3;Yes;Depo
VESTEL;RESHO;32031791;RESHO VESTFROST;TC VSTL FR08 DLB 32031791 DOMİNO 1T1Ç;3;23.59;Yes;Depo
VESTEL;SHPORET;32010326;Tani 32001442;CERAN HL 180MM 230V 1800W;3;5.3;Yes;Depo
VESTEL;LAVATRIQE;32033330;WD7/5;MOTOR(12/14 RPM 50 LT-7/5 WD)65MM-ANAIME;10;53.85;Yes;Depo
VESTEL;THARESE;3 2034494;ETH-8K;MOTOR(7/8/9KG-KON.100/112L)45MM-V0AL-WEL;2;29.91;Yes;Depo
"VESTEL;THARESE;32041948;ETH-9HP  ;COMPRESOR/RDSK68V11TZR/6,8CC/40ml(GMCC);3;73.73;Yes;Depo"
VESTEL;THARESE;22132243;ETH-8KN PER DISPLEJ;T1-T2 CARD GR./AMBER-T SERIES;2;4.61;Yes;Depo
VESTEL;LAVATRIQE;2 2396979;WM7-1K PREMIUM;HT.CARD T0-317BFFF020200000-V0037-A;1;19.28;Yes;Depo
VESTEL;THARESE;22215517;ETH-9K;E.CARD F2-10722375_F seriesCN00;2;7;Yes;Depo
VESTEL;THARESE;32049900;ETH-9HP  ;SEV.SENSÖR 2PİN(ZİNGEAR);6;0.83;Yes;Depo
VESTEL;LAVATRIQE;22089096;WM10K-PREMIUM SN00721259005100560050;E.CARD FG-5DAFFFC078D40000-v01p;6;28;Yes;Depo
VESTEL;THARESE;42251115;ETH-9HP Tani 42314944;COMP. COOLING FAN GR HP (TD);19;5.11;Yes;Depo
"VESTEL;LAVATRIQE;42087110;WM8-1400, wm601n;TUB ENTERANCE WITH BELLOW HOSE-C;12;0.74;Yes;Depo"
VESTEL;LAVATRIQE;2 0846089;;RESISTANCE GR.(ALVA)49-54/2000W-M;1;5.03;Yes;Depo
VESTEL;TV;23492367;JVC 55VU63M SN8089427800352;CHS.ASS.17MB130S-1N435236H92A425154P8;9;25.49;Yes;Depo
VESTEL;LAVATRIQE;20820414;WD7/5;DRUM GR.WASHER DRYER-DC-PEARL;2;28.96;Yes;Depo
"VESTEL;THARESE;37038268;ETH-9HP;COND. AL WITH 4M Ø6,35 F2,2 112LT/TD;10;32.66;Yes;Depo"
VESTEL;SHPORET;42143203;EV-60CER WHT V;KNOB RING;5;0.05;Yes;Depo
"VESTEL;SHPORET;42149007;EV-60CER WHT V;KNOB (GAMA RING,MT8,WHITE);5;0.55;Yes;Depo"
VESTEL;LAVATRIQE;42105258;WD7/5 WHITE;PR. ADJ.KNOB GR/K2367-G.WHT-K.BYZ-P4A;1;0.53;Yes;Depo
VESTEL;LAVATRIQE;32050669; WM10-1.2K PREMIUM;MOTOR(1000 RPM-59-61LT-55MM)WELLING;5;35.24;Yes;Depo
VESTEL;LAVATRIQE;32033330;WD7/5;MOTOR(12/14 RPM 50 LT-7/5 WD)65MM-ANAIME;3;53.85;Yes;Depo
VESTEL;KLIMA;32033706;Per A/C CIN140;COMP.-R410A GSG102MKA LG;23;61.75;Yes;Depo
"VESTEL;KLIMA;32035107;Per A/C CIN200, cin260;COMP. R410A/R32 DAT150MAG LG;4;170.95;Yes;Depo"
VESTEL;SHPORET;22370326;EV-60 CER WHT;CERAN GLASS ASSEMBLY;1;50;Yes;Depo
VESTEL;LAVATRIQE;42127245;WM10K-PREMIUM GUMA DERE;TUB BELLOWS SEAL/PYTHN-CIRCULATION-C;2;5.99;Yes;Depo
"VESTEL;SHPORET;42024009;;BRACKET WITH CAP(FLT SLICE HANDL,LFT,WHT;2;0.47;Yes;Depo"
VESTEL;LAVATRIQE;42292456;(Komplet) WMD80/60 T2T;DET.BOX GR/FULL/COLD/57/6-DRYER2-HC;1;10.35;Yes;Depo
VESTEL;LAVATRIQE;22321620;WMD80/60 T2T;D2T CARD GR.BUZ(T2367)A/SMB-V05.3;1;10.58;Yes;Depo
VESTEL;LAVATRIQE;22329122;WM8-1K PREMIUM;*HT.CARD T0-3A7BFFF020200000-V0023-A;1;16.16;Yes;Depo
VESTEL;LAVATRIQE;22085075;WMD80/60 T2T;VEL DC CARD GROUP/F-T SERISI_5VA;1;15.44;Yes;Depo
VESTEL;LAVATRIQE;22140600;WMD80/60 T2T;WD CARD GROUP_5VA_VEL-V00.6;1;14.29;Yes;Depo
VESTEL;TV;23953039;55-QFXH-2901;CHS.ASS.17MB185Y-11135216H12A529184LQ;48;63.37;Yes;Depo
VESTEL;TV;23788041;75-UHA-2111 SN8808492200005;CHS.ASS.17MB180E-1L135216H124525193^1;9;31.02;Yes;Depo
VESTEL;TV;30108873;55-FUA-8062 SN9123689300011;ASSY TCON 55QFHD50 AUO T550QVN10.0 CN;10;16.93;Yes;Depo
VESTEL;BOILER;37027227;Tani 37046798 per ECO-BOJ 80V;sealing flange covered SIZDIRMAZLIK FLANŞI 2015 KAPLAMALI;5;1.39;Yes;Depo
#VALUE!
VESTEL;ENELARES;32030561; per EMO-12BSIC nderpreres te MONTUAR dhe EMO-12 FULL V;ECO GR/45/FT;1;1.82;Yes;Depo
VESTEL;ENELARES;42153776;Tani 42372339 BSIC-EMO12;COMPACT AIR BREAK GR;10;5.21;Yes;Depo
VESTEL;BOILER;32029177;ECO-BOJ 80V;LED DISPLAY SINGLE COLOR ANA. THERMOWAT;8;1.3;Yes;Depo
VESTEL;LAVATRIQE;22096849;WD7/5 Silver;E.CARD D4-5FCFFFF028100000-v04k;5;30.82;Yes;Depo
"VESTEL;LAVATRIQE;22324932;WM10K-1300, 1200;DRUM GROUP/59-ALVA BE-2-SK;5;33;Yes;Depo"
"VESTEL;LAVATRIQE;22373720;WM10K-1300, WM10K-PREM;REAR TUB GROUP (52/57 E)-F-15-16;5;18.18;Yes;Depo"
VESTEL;LAVATRIQE;22396979;WM7-1K PREMIUM;HT.CARD T0-317BFFF020200000-V0037-A;4;19.28;Yes;Depo
VESTEL;LAVATRIQE;22132243;ETH-8HPN;T1-T2 CARD GR./AMBER-T SERIES;2;4.61;Yes;Depo
VESTEL;Frigorifer;22227744;ECO3951T  ;DOOR ASSY/375Z-SBX-FL-WATER(S.W);2;59.95;Yes;Depo
VESTEL;LAVATRIQE;47011587; per WM8-1200 SHOCK ABSORBER-9;SHOCK ABSORBER-9;6;1.01;Yes;Depo
VESTEL;THARESE;22215517;ETH-9K;E.CARD F2-10722375_F seriesCN00;1;7;Yes;Depo
VESTEL;THARESE;32040250;ETH-8HPN;HUM SENSOR T-KBL/T/90-100-112-120LT;2;2.29;Yes;Depo
VESTEL;LAVATRIQE;42028149;rryp 1227;BELT(400-1000RPM 32-50)INSULATING-HUTCHI;4;1.3;Yes;Depo
VESTEL;BOILER;32033996;ECO-BOJ 65V;RESISTANCE 1980W Ø12;13;12.91;Yes;Depo
VESTEL;LAVATRIQE;42116568;1228   Tani 42210832;BELT(600/800/1000RPM-50/55LT)GATES;100;2.12;Yes;Depo
"VESTEL;KLIMA;32032130;AC26 e brendshme (CIN260, CIN230, CIN200);FAN MOTOR IDU FLORA 18/24 BLDC 27W;2;12.01;Yes;Depo"
VESTEL;THARESE;32041424;ETH-8HPN per kompresor;CAPACITOR(ORTAK KOD)-15uF-B SINIFI-M8;1;1.47;Yes;Depo
VESTEL;THARESE;32049900;ETH-8HPN  nderpreres;SEV.SENSÖR 2PİN(ZİNGEAR);3;0.83;Yes;Depo
"VESTEL;lAVATRIQE;32035767;VINIA e veqante;VALVE(2 EXIT-RAST2,5);10;6.14;Yes;Depo"
VESTEL;BOILER;32029539;ECO-BOJ 80V;TERMOSTAT RTS 3 300 78/80 °C;1;5.3;Yes;Depo
VESTEL;LAVATRIQE;42127245;WM10K-PREMIUM GUMA DERE;TUB BELLOWS SEAL/PYTHN-CIRCULATION-C;1;5.99;Yes;Depo
VESTEL;THARESE;2 2425777;ETH-8HPN sn00815124010570470145;E.CARD T1-10815124_T seriesHPAl14;1;26.29;Yes;Depo
"VESTEL;LAVATRIQE;32051331;WM7-1K PREMIUM;VALVE(2 EXIT-RAST2,5)HANYU;1;3.1;Yes;Depo"
VESTEL;THARESE;42291087;ETH-9HP;DRAWER COVER ECOLUX XF4T(ETH-9HP);1;2.2;Yes;Depo
VESTEL;THARESE;22353516;ETH-9KN (2023);E.CARD F2-10782134_F seriesCN05;1;22.86;Yes;Depo
VESTEL;THARESE;2 2442087;ETH-9KN (07/2024);E.KART T1-10815115_T seriesCN01_V0064;1;18.55;Yes;Depo
VESTEL;TV;23791481;50-UHA-2108 ;CHS.ASS.17MB180E-1K135216H1225251843%;1;25.93;Yes;Depo
VESTEL;TV;30108873;Tani 30118835  55-FUA-8062;ASSY TCON 55QFHD50 AUO T550QVN10.0 CN;1;13;Yes;Depo
VESTEL;TV;23878863;55-FUA-8062 SN9123689300011;CHS.ASS.17MB185Y-11B35216H12A525184LA;50;37.18;Yes;Depo
VESTEL;TV;23840208;50-UFX-2901;CHS.ASS.17MB185Y-11135216H12A52518491;50;37.18;Yes;Depo
"VESTEL;LAVATRIQE;20787983;Kazan me llagera 2,3 per WM611 sn00666356003307690054;DRUM GROUP/42 TUF2(400/500/600);9;28.82;Yes;Depo"
"VESTEL;LAVATRIQE;22001295;Kazan me llagera 3, 4 per WM611 ;DRUM GROUP/42-ALVA500-3(800/1000)SK;10;32.37;Yes;Depo"
"VESTEL;KLIMA;32045011;Tani 32053791 CIN230, 140, 200 e brendshme;I.PCB FL BLDC WF/UV/EB 23691540/20KL13;2;15.97;Yes;Depo"
VESTEL;THARESE;22354247;ETH-13HPN dhe ETH-9HP;T1-T2 CARD GR./AMBER-T SERIES-VEL;9;2.69;Yes;Depo
VESTEL;THARESE;42315736;ETH-13HPN;KOMP.COOLING FAN GR HP-BLK V3-MINZHUO;14;4.44;Yes;Depo
VESTEL;THARESE;32040252;08.03.2025 Per displej moduli ETH-9HP;T1-T2 UI KBL/T/90-100-112-120LT;12;2.87;Yes;Depo
"VESTEL;KLIMA;32027077;e jashtme CIN230, 140, 200;FAN MOTOR ODU 12K BLDC (BO);5;20.38;Yes;Depo"
"VESTEL;ENELARES;32039463;Tani 32040522 EMO-12BSIC, EN14V, 12FULLV;WELLING WASHING PUMP-3;10;9.73;Yes;Depo"
VESTEL;Frigorifer;42147208;SS DOOR REAL/1400 SW RV1;SS DOOR REAL/1400 SW RV1;1;0.16;Yes;Depo
VESTEL;LAVATRIQE;42110378;WM10K PREMIUM me ventil special;DETERGENT BOX GR/FULL/COLD/57/5-FM;1;11.09;Yes;Depo
VESTEL;LAVATRIQE;42148896;WM7-1K Premium;PLASTIC LIFTER 140;1;0.3;Yes;Depo
"VESTEL;SHPORET;22370324;EV-0/H 60IX;CERAMIC GLASS ASSEMBLY(SLIM DESIGN,COMBI;20;63.46;Yes;Depo"
VESTEL;LAVATRIQE;2 0846089;;RESISTANCE GR.(ALVA)49-54/2000W-M;30;5.03;Yes;Depo
VESTEL;LAVATRIQE;22373720;WM10K PREMIUM;REAR TUB GROUP (52/57 E)-F-15-16;1;18.18;Yes;Depo
"VESTEL;LAVATRIQE;22171769;WM8-1100, WM7-800G;REAR TUB GROUP(47E)TYPE2;1;23.31;Yes;Depo"
"VESTEL;KLIMA;42160429;CIN200, 200, e brendshme;CROSS FAN 18/24K 100*838.7;10;5.09;Yes;Depo"
VESTEL;fRIGORIFER;32007054;Tani 32040618  395  1T inox frigorifer;CAPACITOR 3uF/B-S3/6.3;25;1.74;Yes;Depo
VESTEL;THARESE;32043420;THARESE;HEATER(1600-900W/2 TH(TP)-1 NTC)-IRCA;5;22.03;Yes;Depo
VESTEL;SHPORET;47011496;ECO B110 STEAM BLK;B-IN DOOR FULL INNER GLASS;10;4.64;Yes;Depo
VESTEL;SHPORET;22146182;ECO B110 STEAM BLK;group KNOB;10;2.39;Yes;Depo
VESTEL;THARESE;2 2431991;ETH-9HP;E.CARD T1-10815125_HPAl05_v0_02_118;5;22.16;Yes;Depo
VESTEL;LAVATRIQE;22237712;WM7-1K Premium;DRUM GROUP/44-ALVA500-3-SK;18;30.7;Yes;Depo
VESTEL;SHPORET;32036686;ECO B110 STEAM BLK;ENCODER FR15 LCD KNOB EVERBEST;4;3.93;Yes;Depo
VESTEL;LAVATRIQE;32025771;WM601N;NTC TEMP. SEN.-RAST;5;0.29;Yes;Depo
"VESTEL;THARESE;32041948;ETH-9HP;COMPRESOR/RDSK68V11TZR/6,8CC/40ml(GMCC);11;73.73;Yes;Depo"
VESTEL;THARESE;32031617;ETH-9KN;NTC(DOOR-12K) COMMON COD;37;1.95;Yes;Depo
VESTEL;Frigorifer;32051998;395 1T  2025;LED ST/2835*6/8*129MM/BDL3(H)G;5;0.75;Yes;Depo
VESTEL;LAVATRIQE;22369640;ETH-9KN  16.07.2024;T1-T2 CARD GR./AMBER-T SERIES-HNT;15;1.79;Yes;Depo
VESTEL;SHPORET;32004175;ECO B110 STEAM BLK;TERMİNAL BOX 16A TH500;5;0.32;Yes;Depo
VESTEL;LAVATRIQE;22290028;wm10k-1300 (2023);VCARD F4-4844FFF020300000-V02.5;15;20.5;Yes;Depo
"VESTEL;LAVATRIQE;22133914;WM10K-1300 (2021,2022,2023) me SN00716101005945700038 ;VEL F4.CARD GR.WO BUZZER-R6U-AMBER;2;8.25;Yes;Depo"
VESTEL;THARESE;42191882;ETH-9K;SELECTION BUTTON F2/K240;3;0.75;Yes;Depo
"VESTEL;KLIMA;42289349;CIN140, e brendshme;HORIZONTAL BLADE FLORA 9/12 WHITE P-A;6;0.91;Yes;Depo"
VESTEL;LAVATRIQE;42059372;WM10K PREMIUM;FRONT TUB 60LT-TZPE4;10;7.25;Yes;Depo
VESTEL;LAVATRIQE;42215682;WM10K PREMIUM;FRONT TUB 57LT-TYPE4-E;50;11.49;Yes;Depo
VESTEL;LAVATRIQE;42185103;WM7-1K PREMIUM;DETERGENT BOX GROUP/COLD/6/SLIM;20;5.21;Yes;Depo
VESTEL;ENELARES;32031018;Tani 22398527 EMO-12 BSIC;FLOATER-GR/WITH TWO SCREWS/FT;20;1.32;Yes;Depo
VESTEL;THARESE;22442087;ETH-9KN (04/2024);E.KART T1-10815115_T seriesCN01_V0064;6;18.55;Yes;Depo
VESTEL;LAVATRIQE;37016846;WM10K PREMIUM;HINGE 4;25;1.12;Yes;Depo
"VESTEL;SHPORET;37032907;rrjeta anash ECO B110 STEAM BLK;WIRE RACK(9L,GEN2);20;1.73;Yes;Depo"
VESTEL;SHPORET;22081176;ECO B110 STEAM BLK;FAN MOTOR GROUP;5;3.61;Yes;Depo
VESTEL;SHPORET;22237274;ECO B110 STEAM BLK;UPPER HEATING ELEMENT FIXING GROUP (65LT;20;6.05;Yes;Depo
VESTEL;SHPORET;22163685;ECO B110 STEAM BLK;COOLING FAN GROUP 230V;10;4.5;Yes;Depo
VESTEL;THARESE;22215517;ETH-9K;E.CARD F2-10722375_F seriesCN00;10;7;Yes;Depo
"VESTEL;SHPORET;42200656;Tani 42275281 ECO B110 STEAM BLK;DOOR SEAL (75L,K,R27,O TYPE);4;2.65;Yes;Depo"
VESTEL;SHPORET;32030594;ECO B110 STEAM BLK;OVEN MAINBOARD 56 STEAM FR10R7 23367032;4;30.31;Yes;Depo
VESTEL;SHPORET;32031421;Tani 32053909 per ECO B110 STEAM BLK;LCD SMART FR15 STEAM GROUP OEM;2;74.96;Yes;Depo
VESTEL;FRigorifer;32029145;ECO3200;TER.BX.GR/3200(SRGF)TVNTER.RV1 LDA 3GN;8;10.26;Yes;Depo
VESTEL;FRigorifer;32045071;ECO FR177;HEAD.PAN.GR/2795/V45/(KAR)432SUPER$ RV3;10;6.22;Yes;Depo
VESTEL;ENELARES;20880548;EN14V;ELEC.CARD VC14;13;8.66;Yes;Depo
VESTEL;SHPORET;22274911;ECO EC66W;FRONT PANEL;12;2.72;Yes;Depo
"VESTEL;LAVATRIQE;20691919;WM601N, wm8-1k premium;REAR TUB GROUP(TUF 800/1000);12;16.72;Yes;Depo"
VESTEL;ENELARES;32031018;Tani 22398527 EMO-12 BSIC;FLOATER-GR/WITH TWO SCREWS/FT;5;1.32;Yes;Depo
"VESTEL;LAVATRIQE;22329124;WM7-1K PREMIUM, WINIA;*HCARD T0-317BFFF020200000-V0023-A;2;16.16;Yes;Depo"
VESTEL;LAVATRIQE;20906462;WD7/5;E.CARD D4-5FCFFFF028100000-48K-v02t;5;23.63;Yes;Depo
"VESTEL;THARESE;22012974;ETH-9K, 10K, 8HP, 9HP;DRUM PEARL/TD/112LT/GALVANIZED/AZ150;1;26.73;Yes;Depo"
VESTEL;FRigorifer;32053592;ECO2460N;MAIN B./BDA52/2795/NOSW/RST- 23849781;2;8.6;Yes;Depo
VESTEL;FRigorifer;32045050;FR177L (10.10.2023);DISPLAY CARD/BDD53/2795/GYX/R1.1.5/V45-2;2;5.21;Yes;Depo
VESTEL;LAVATRIQE;22237712;DRUM GROUP/44-ALVA500-3-SK;DRUM GROUP/44-ALVA500-3-SK;1;30.7;Yes;Depo
"VESTEL;THARESE;32051485;Cenzor ngjyre hiri , shume I kerkuar;HEATER NTC(CEBI);2;2.47;Yes;Depo"
VESTEL;frIGORIFER;37002289;Tani 37007900 per BOR-60G;MOTOR FAN IMPELLER T;1;0.48;Yes;Depo
VESTEL;THARESE;37031239;Tani 32041425 per ETH-9HP;CAPACITOR(20uF-A SINIFI-M8)-KEMET;2;5.55;Yes;Depo
VESTEL;THARESE;32046776;;CAPASITOR(11uF-B CLASS-M8)ORTAK;2;1.42;Yes;Depo
VESTEL;KLIMA;32032732;CIN140 BRENDA;FAN MOTOR IDU FLORA 9/12 K BLDC 16 W;2;35.24;Yes;Depo
VESTEL;THARESE;2 2442087;ETH-9KN (04/2024);E.KART T1-10815115_T seriesCN01_V0064;2;18.55;Yes;Depo
VESTEL;THARESE;22096828;ETH-8HP;E. CARD GR F4-2102560100-v04e;1;24.31;Yes;Depo
VESTEL;THARESE;37029179;Tani 37050266 ETH-9KN;CONDENSER CASETTE;2;17.25;Yes;Depo
VESTEL;SHPORET;22019902;Tani 37003448 EV-60CER WHT V;HANDLE GROUP;3;5.2;Yes;Depo
VESTEL;ENELARES;42368641;EMO-20FULLV;REAR UPPER PLS.CROSS BAR/RV2;4;1.5;Yes;Depo
VESTEL;THARESE;22249938;ETH-8HP;ECARD GR F4-10763548_F seriesHPAl01;1;17.04;Yes;Depo
VESTEL;ENELARES;32006362;Tani 32001607 per EN14V;ON OFF SWITCH DEKA;2;0.66;Yes;Depo
VESTEL;ENELARES;22244415;EMO-12 BSICN Tani 22088080;DIS.KART KAREL-X1/KRMZ/EVERLIGHT/GR;2;2.4;Yes;Depo
VESTEL;ENELARES;22049109;EMO-10IX;ELEC.CARD VX14_7_YH;2;21.33;Yes;Depo
"VESTEL;LAVATRIQE;22324932;WM10-1.2K, 1300;DRUM GROUP/59-ALVA BE-2-SK;33;32.99;Yes;Depo"
VESTEL;LAVATRIQE;22261724;WM9-1.2K;DRUM GROUP/51-ALVA BE-2-SK;47;33.49;Yes;Depo
"VESTEL;LAVATRIQE;42105198;WM8-1100, 1000R;FRONT TUB 47LT-TYPE3-E;43;4.65;Yes;Depo"
VESTEL;LAVATRIQE;22384618;WM7-1K PREMIUM;DRUM GROUP/44-ALVA500-3(800/1000)SK-Y;29;22.57;Yes;Depo
VESTEL;LAVATRIQE;22237712;WM8-1K PREMIUM;DRUM GROUP/44-ALVA500-3-SK;9;30.7;Yes;Depo
VESTEL;LAVATRIQE;22319534;WM9-1.2K;ECARD T0-467BFFF028200000-v0409-A;131;17.71;Yes;Depo
"VESTEL;LAVATRIQE;4 2028889;WM7-1K PREMIUM, winia;UPPER TRAY GROUP/42/SIGMA PLUS;1;5.47;Yes;Depo"
VESTEL;LAVATRIQE;22321620;WM80/60 T2T;D2T CARD GR.BUZ(T2367)A/SMB-V05.3;7;11.11;Yes;Depo
"VESTEL;SHPORET;22336698;ECO-EC-66W;METAL LID COVER PRE GR2(YNTB66,WHITE);7;5.99;Yes;Depo"
"VESTEL;SHPORET;20778490;EV-O/H60IX;CAVITY (YNA65,GRILL,TRB,LMB,SYH,BMP);9;21.07;Yes;Depo"
VESTEL;SHPORET ASPIRATOR;32038387;EV-HO/RA DOWN AIR;TC VSTL FR47 20** 4T BRIDGE;5;28.93;Yes;Depo
"VESTEL;SHPORET;42194327;EV-O/H60IX;KNOB(PİPO FLAT,WH.INOX);17;1.74;Yes;Depo"
"VESTEL;ENELARES;32058084;EMO-20FULLV, EMO12-FULLV;DIS.CARD I1/DSIZ/B/BMD03R3/SUN/23925637;2;5.41;Yes;Depo"
VESTEL;ENELARES;22251740; EMO12-FULLV;ELEC.CARD VI13=_TI;1;16.8;Yes;Depo
VESTEL;THARESE;22169976;ETH-10K;SIDE PAN.GR PAIN/112LT/BMR;4;7.36;Yes;Depo
VESTEL;FRigorifer;32036071;ECO-FR177 SN1170959417900125290011;HEAD.PAN.GR/2795/V45/(S.W)432SUPER SRRV2;3;11.4;Yes;Depo
VESTEL;THARESE;22449604;ETH-8KN;E.KART T1-10815084_T seriesCN01_V0069;20;22.52;Yes;Depo
VESTEL;THARESE;22369640;ETH-9KN;T1-T2 CARD GR./AMBER-T SERIES-HNT;10;1.79;Yes;Depo
MIDEA;KLIMA;11002015006761;EC-MU20OUT;Brushless DC Motor;51;6.37;Yes;Depo
MIDEA;KLIMA;11103020000719;EC MU45 OUT 1/5;DC Inverter Rotary Compressor;29;96.84;Yes;Depo
MIDEA;KLIMA;11103020000179;EC-MU30OUT;DC Inverter Rotary Compressor;96;66.75;Yes;Depo
MIDEA;KLIMA;12122200002719;EC MU40 OUT 1/4;Electronic Installing Box Subassembly;2;2.47;Yes;Depo
MIDEA;KLIMA;17122000023691;EC-MU20OUT;Inverter Control Board Subassembly;5;8.77;Yes;Depo
MIDEA;KLIMA;17122000026097;EC-MU30OUT;Inverter Control Board Subassembly;1;36.05;Yes;Depo
MIDEA;KLIMA;17122000030408;EC MU40 OUT 1/4;Main Control Board Subassembly;50;14.43;Yes;Depo
MIDEA;KLIMA;17222300002087;EC-MU30OUT;Electronic control box subassembly;9;72.39;Yes;Depo
MIDEA;KLIMA;17222000A61457;EC-AC28 FLOCE/MDA OUTDOOR;Electronic control box subassembly;2;50.66;Yes;Depo
MIDEA;KLIMA;17222000A60311;EC AC28 AEP OUTDOOR;Electronic control box subassembly;10;50.65;Yes;Depo
MIDEA;KLIMA;11002015013008;EC AC55 FS DCINV INDOOR;Brushless DC Motor;1;28.87;Yes;Depo
MIDEA;KLIMA;11002015008264;EC AC14 DCIN FREEZE OUTDOOR;Brushless DC Motor;1;7.54;Yes;Depo
MIDEA;KLIMA;11002015011867;EC AC20 DCIN FREEZE INDOOR;Brushless DC Motor;1;9.16;Yes;Depo
MIDEA;KLIMA;11002015000247;EC MU45 OUT 1/5;Brushless DC Motor;2;12.57;Yes;Depo
MIDEA;KLIMA;11002015012128;EC AC20 DCIN FREEZE OUTDOOR;Brushless DC Motor;1;5.92;Yes;Depo
MIDEA;KLIMA;11002015016402;EC AC14 DCINV OUTDOOR;Brushless DC Motor;1;4.88;Yes;Depo
MIDEA;KLIMA;11103020011803;EC AC14 DCINV OUTDOOR;DC Inverter Rotary Compressor;1;30.79;Yes;Depo
MIDEA;KLIMA;11103020006879;EC AC26 DCINV OUTDOOR;DC Inverter Rotary Compressor;4;59.52;Yes;Depo
MIDEA;KLIMA;11103020002859;EC AC55 FS DCINV OUTDOOR;DC Inverter Rotary Compressor;4;112.79;Yes;Depo
MIDEA;KLIMA;11103020000239;EC AC14 DCIN FREEZE OUTDOOR;DC Inverter Rotary Compressor;3;32.88;Yes;Depo
MIDEA;KLIMA;11103020003919;EC AC20 DCIN FREEZE OUTDOOR;DC Inverter Rotary Compressor;2;38.55;Yes;Depo
MIDEA;KLIMA;12100102A00147;EC AC26 DCINV INDOOR;Cross flow fan;5;2.46;Yes;Depo
MIDEA;KLIMA;12100102A00146;EC AC20 DCINV INDOOR;Cross flow fan;4;2.2;Yes;Depo
MIDEA;KLIMA;12100102000716;EC AC28 AEP INDOOR;Cross Flow Fan;8;4.31;Yes;Depo
